id	seq_len	no_parts
MN769753.1	2923	1
MN769832.1	2923	1
MN769833.1	2923	1
MN769834.1	2923	1
MN770087.1	2923	1
MN770147.1	2923	1
MN770193.1	2923	1
MN770195.1	2923	1
MN770238.1	2923	1
MN770379.1	2923	1
MN770779.1	2923	1
MN770880.1	2923	1
MN770881.1	2923	1
MN770882.1	2923	1
MN770892.1	2923	1
MN770893.1	2923	1
MN771151.1	2923	1
MN771170.1	2923	1
MN771184.1	2923	1
MN771248.1	2923	1
MN774959.1	2923	1
MZ286134.1	2923	1
MZ286168.1	2923	1
MN769763.1	2922	1
MN769857.1	2922	1
MN769881.1	2922	1
MN769900.1	2922	1
MN769911.1	2922	1
MN769965.1	2922	1
MN770213.1	2922	1
MN770309.1	2922	1
MN770311.1	2922	1
MN770425.1	2922	1
MN770651.1	2922	1
MN770745.1	2922	1
MN770863.1	2922	1
MN771032.1	2922	1
MN771138.1	2922	1
MN771197.1	2922	1
MZ285965.1	2922	1
MN769298.1	2921	1
MN769558.1	2921	1
MN769559.1	2921	1
MN770287.1	2921	1
MN770342.1	2921	1
MN770409.1	2921	1
MN770515.1	2921	1
MN770571.1	2921	1
MN770586.1	2921	1
MN770649.1	2921	1
MN770709.1	2921	1
MN770777.1	2921	1
MN770855.1	2921	1
MN771148.1	2921	1
MN771187.1	2921	1
MZ286172.1	2921	1
MN769157.1	2920	1
MN769533.1	2920	1
MN769658.1	2920	1
MN769784.1	2920	1
MN769950.1	2920	1
MN769995.1	2920	1
MN770323.1	2920	1
MN770346.1	2920	1
MN770376.1	2920	1
MN770990.1	2920	1
MN771011.1	2920	1
MN771079.1	2920	1
MN771089.1	2920	1
MN771167.1	2920	1
MN771244.1	2920	1
MN771335.1	2920	1
MZ286253.1	2920	1
MK212032.1	2919	1
MN769076.1	2919	1
MN769119.1	2919	1
MN769123.1	2919	1
MN769143.1	2919	1
MN769150.1	2919	1
MN769234.1	2919	1
MN769238.1	2919	1
MN769431.1	2919	1
MN769473.1	2919	1
MN769524.1	2919	1
MN769592.1	2919	1
MN769689.1	2919	1
MN769878.1	2919	1
MN769915.1	2919	1
MN769937.1	2919	1
MN769957.1	2919	1
MN769964.1	2919	1
MN769979.1	2919	1
MN770216.1	2919	1
MN770218.1	2919	1
MN770231.1	2919	1
MN770232.1	2919	1
MN771176.1	2919	1
MN771359.1	2919	1
MN771448.1	2919	1
NC_075447.1	2919	1
MN769036.1	2918	1
MN769098.1	2918	1
MN769208.1	2918	1
MN769340.1	2918	1
MN769469.1	2918	1
MN769516.1	2918	1
MN769554.1	2918	1
MN769637.1	2918	1
MN769731.1	2918	1
MN769978.1	2918	1
MN770029.1	2918	1
MN770063.1	2918	1
MN770092.1	2918	1
MN770183.1	2918	1
MN770370.1	2918	1
MN770905.1	2918	1
MN771208.1	2918	1
MN771210.1	2918	1
MN771240.1	2918	1
MN771495.1	2918	1
MN769382.1	2917	1
MN769583.1	2917	1
MN769739.1	2917	1
MN769909.1	2917	1
MN769960.1	2917	1
MN770225.1	2917	1
MN770245.1	2917	1
MN770320.1	2917	1
MN771514.1	2917	1
MZ286031.1	2917	1
MN769051.1	2916	1
MN769089.1	2916	1
MN769414.1	2916	1
MN769444.1	2916	1
MN769694.1	2916	1
MN769708.1	2916	1
MN769988.1	2916	1
MN770056.1	2916	1
MN770285.1	2916	1
MN770293.1	2916	1
MN770324.1	2916	1
MN770688.1	2916	1
MN771295.1	2916	1
MN771311.1	2916	1
MN771385.1	2916	1
JX134046.1	2915	1
MH017556.1	2915	1
MH017557.1	2915	1
MH017562.1	2915	1
MK139485.1	2915	1
MN769296.1	2915	1
MN769635.1	2915	1
MN769744.1	2915	1
MN769812.1	2915	1
MN770097.1	2915	1
MN770105.1	2915	1
MN770590.1	2915	1
MN770605.1	2915	1
MN771115.1	2915	1
MN771130.1	2915	1
MN771381.1	2915	1
MW455410.1	2915	1
NC_076131.1	2915	1
KM259873.1	2914	1
MN769312.1	2914	1
MN769597.1	2914	1
MN769663.1	2914	1
MN769680.1	2914	1
MN770040.1	2914	1
MN770116.1	2914	1
MN770336.1	2914	1
MN770459.1	2914	1
MN770740.1	2914	1
MN770755.1	2914	1
MN770839.1	2914	1
MN770887.1	2914	1
MN770949.1	2914	1
MN771137.1	2914	1
MN771360.1	2914	1
MN771488.1	2914	1
NC_025726.1	2914	1
MN769224.1	2913	1
MN769409.1	2913	1
MN769470.1	2913	1
MN769517.1	2913	1
MN769972.1	2913	1
MN770403.1	2913	1
MN770594.1	2913	1
MN770610.1	2913	1
MN770830.1	2913	1
MN771253.1	2913	1
MN771434.1	2913	1
JX134044.1	2912	1
KP343851.1	2912	1
MH017560.1	2912	1
MH017561.1	2912	1
MN769103.1	2912	1
MN769106.1	2912	1
MN769212.1	2912	1
MN769393.1	2912	1
MN769475.1	2912	1
MN769499.1	2912	1
MN769586.1	2912	1
MN769589.1	2912	1
MN769734.1	2912	1
MN769850.1	2912	1
MN770174.1	2912	1
MN770279.1	2912	1
MN770410.1	2912	1
MN770848.1	2912	1
MN771231.1	2912	1
MN771286.1	2912	1
MN771458.1	2912	1
MN771493.1	2912	1
MW455363.1	2912	1
MZ286261.1	2912	1
NC_020498.1	2912	1
NC_038347.1	2912	1
MN769066.1	2911	1
MN769165.1	2911	1
MN769419.1	2911	1
MN769454.1	2911	1
MN769462.1	2911	1
MN769627.1	2911	1
MN769638.1	2911	1
MN769645.1	2911	1
MN769676.1	2911	1
MN769679.1	2911	1
MN769757.1	2911	1
MN769815.1	2911	1
MN769862.1	2911	1
MN770137.1	2911	1
MN770201.1	2911	1
MN770373.1	2911	1
MN770543.1	2911	1
MN770609.1	2911	1
MN770679.1	2911	1
MN770690.1	2911	1
MN770735.1	2911	1
MN770775.1	2911	1
MN770788.1	2911	1
MN770860.1	2911	1
MN771087.1	2911	1
MN771273.1	2911	1
MN771453.1	2911	1
MN771489.1	2911	1
AF291073.1	2910	1
MN769372.1	2910	1
MN769397.1	2910	1
MN769402.1	2910	1
MN769448.1	2910	1
MN769480.1	2910	1
MN769722.1	2910	1
MN769774.1	2910	1
MN770068.1	2910	1
MN770074.1	2910	1
MN770553.1	2910	1
MN770602.1	2910	1
MN770772.1	2910	1
MN771046.1	2910	1
MN771107.1	2910	1
MN771472.1	2910	1
NC_014068.1	2910	1
MN769061.1	2909	1
MN769146.1	2909	1
MN769170.1	2909	1
MN769344.1	2909	1
MN769418.1	2909	1
MN769489.1	2909	1
MN769640.1	2909	1
MN769699.1	2909	1
MN769829.1	2909	1
MN769890.1	2909	1
MN769918.1	2909	1
MN769944.1	2909	1
MN770180.1	2909	1
MN770468.1	2909	1
MN770897.1	2909	1
MN770961.1	2909	1
MN771047.1	2909	1
MN771111.1	2909	1
MN771232.1	2909	1
MN771292.1	2909	1
AB041962.1	2908	1
KP343853.1	2908	1
MK820646.1	2908	1
MN769083.1	2908	1
MN769172.1	2908	1
MN769173.1	2908	1
MN769176.1	2908	1
MN769642.1	2908	1
MN769928.1	2908	1
MN770534.1	2908	1
MN770544.1	2908	1
MN770701.1	2908	1
MN770776.1	2908	1
MN771081.1	2908	1
MZ286278.1	2908	1
NC_014089.1	2908	1
OZ258728.1	2908	1
OZ258775.1	2908	1
OZ258809.1	2908	1
OZ258940.1	2908	1
OZ258987.1	2908	1
OZ259021.1	2908	1
MK212031.1	2907	1
MN769232.1	2907	1
MN769283.1	2907	1
MN769754.1	2907	1
MN769819.1	2907	1
MN769849.1	2907	1
MN769876.1	2907	1
MN769883.1	2907	1
MN769895.1	2907	1
MN770052.1	2907	1
MN770145.1	2907	1
MN770152.1	2907	1
MN770250.1	2907	1
MN770275.1	2907	1
MN770328.1	2907	1
MN770456.1	2907	1
MN770557.1	2907	1
MN770603.1	2907	1
MN770689.1	2907	1
MN770800.1	2907	1
MN770802.1	2907	1
MN770957.1	2907	1
MN771473.1	2907	1
MN771490.1	2907	1
MZ286284.1	2907	1
NC_076339.1	2907	1
MH017558.1	2906	1
MH017559.1	2906	1
MN769052.1	2906	1
MN769163.1	2906	1
MN769331.1	2906	1
MN769428.1	2906	1
MN769435.1	2906	1
MN769551.1	2906	1
MN769560.1	2906	1
MN769623.1	2906	1
MN769636.1	2906	1
MN769655.1	2906	1
MN769670.1	2906	1
MN769735.1	2906	1
MN769736.1	2906	1
MN769743.1	2906	1
MN769745.1	2906	1
MN769758.1	2906	1
MN769760.1	2906	1
MN769817.1	2906	1
MN769916.1	2906	1
MN769943.1	2906	1
MN770004.1	2906	1
MN770013.1	2906	1
MN770177.1	2906	1
MN770181.1	2906	1
MN770281.1	2906	1
MN770477.1	2906	1
MN770780.1	2906	1
MN770797.1	2906	1
MN770844.1	2906	1
MN770929.1	2906	1
MN771172.1	2906	1
MN771192.1	2906	1
MZ286163.1	2906	1
MZ286239.1	2906	1
KP343830.1	2905	1
MN769281.1	2905	1
MN769300.1	2905	1
MN769325.1	2905	1
MN769432.1	2905	1
MN769518.1	2905	1
MN769874.1	2905	1
MN769892.1	2905	1
MN769896.1	2905	1
MN769913.1	2905	1
MN769920.1	2905	1
MN769958.1	2905	1
MN769962.1	2905	1
MN769981.1	2905	1
MN770007.1	2905	1
MN770019.1	2905	1
MN770504.1	2905	1
MN770555.1	2905	1
MN770572.1	2905	1
MN770631.1	2905	1
MN770730.1	2905	1
MN770876.1	2905	1
MN771205.1	2905	1
MZ286189.1	2905	1
MH649061.1	2904	1
MN769125.1	2904	1
MN769349.1	2904	1
MN769441.1	2904	1
MN769599.1	2904	1
MN769646.1	2904	1
MN769712.1	2904	1
MN770614.1	2904	1
MN770663.1	2904	1
MN770687.1	2904	1
MN770752.1	2904	1
MW455372.1	2904	1
MZ285983.1	2904	1
OZ258725.1	2904	1
OZ258726.1	2904	1
OZ258937.1	2904	1
OZ258938.1	2904	1
MN769255.1	2903	1
MN769316.1	2903	1
MN769330.1	2903	1
MN769692.1	2903	1
MN769725.1	2903	1
MN769836.1	2903	1
MN769973.1	2903	1
MN770427.1	2903	1
MN770994.1	2903	1
MN770995.1	2903	1
MN771014.1	2903	1
MN771251.1	2903	1
MN771256.1	2903	1
MN771309.1	2903	1
MN771500.1	2903	1
OK574402.1	2903	1
MN769100.1	2902	1
MN769182.1	2902	1
MN769213.1	2902	1
MN769246.1	2902	1
MN769484.1	2902	1
MN769750.1	2902	1
MN769921.1	2902	1
MN769991.1	2902	1
MN770102.1	2902	1
MN770253.1	2902	1
MN770322.1	2902	1
MN770353.1	2902	1
MN770381.1	2902	1
MN770388.1	2902	1
MN770402.1	2902	1
MN770406.1	2902	1
MN770485.1	2902	1
MN770563.1	2902	1
MN770664.1	2902	1
MN770753.1	2902	1
MN770783.1	2902	1
MN770857.1	2902	1
MN770915.1	2902	1
MN771200.1	2902	1
MN771297.1	2902	1
MN771440.1	2902	1
MN774962.1	2902	1
OZ258793.1	2902	1
OZ259005.1	2902	1
MN769110.1	2901	1
MN769449.1	2901	1
MN769587.1	2901	1
MN770062.1	2901	1
MN770085.1	2901	1
MN770139.1	2901	1
MN770366.1	2901	1
MN770412.1	2901	1
MN770415.1	2901	1
MN770451.1	2901	1
MN770467.1	2901	1
MN770569.1	2901	1
MN770596.1	2901	1
MN770612.1	2901	1
MN770654.1	2901	1
MN770705.1	2901	1
MN770737.1	2901	1
MN770792.1	2901	1
MN770854.1	2901	1
MN771108.1	2901	1
MN771173.1	2901	1
MN771263.1	2901	1
MN771276.1	2901	1
MN771412.1	2901	1
OK574383.1	2901	1
OK574412.1	2901	1
OZ258790.1	2901	1
OZ259002.1	2901	1
MN769135.1	2900	1
MN769136.1	2900	1
MN769148.1	2900	1
MN769244.1	2900	1
MN769275.1	2900	1
MN769291.1	2900	1
MN769337.1	2900	1
MN769384.1	2900	1
MN769410.1	2900	1
MN769580.1	2900	1
MN769590.1	2900	1
MN769639.1	2900	1
MN769732.1	2900	1
MN769891.1	2900	1
MN769929.1	2900	1
MN770059.1	2900	1
MN770367.1	2900	1
MN770391.1	2900	1
MN770537.1	2900	1
MN770673.1	2900	1
MN770868.1	2900	1
MN770870.1	2900	1
MN770872.1	2900	1
MN770928.1	2900	1
MN771114.1	2900	1
MN771348.1	2900	1
MN771508.1	2900	1
MT506588.1	2900	1
MZ286212.1	2900	1
OK574350.1	2900	1
MN769301.1	2899	1
MN769322.1	2899	1
MN769373.1	2899	1
MN769440.1	2899	1
MN769606.1	2899	1
MN769683.1	2899	1
MN769693.1	2899	1
MN769727.1	2899	1
MN770079.1	2899	1
MN770136.1	2899	1
MN770404.1	2899	1
MN770502.1	2899	1
MN770538.1	2899	1
MN770583.1	2899	1
MN770591.1	2899	1
MN770604.1	2899	1
MN770675.1	2899	1
MN770727.1	2899	1
MN770767.1	2899	1
MN770850.1	2899	1
MN770911.1	2899	1
MN771134.1	2899	1
MN771157.1	2899	1
MN771310.1	2899	1
MN769166.1	2898	1
MN769167.1	2898	1
MN769193.1	2898	1
MN769225.1	2898	1
MN769303.1	2898	1
MN769327.1	2898	1
MN769433.1	2898	1
MN769442.1	2898	1
MN769452.1	2898	1
MN769503.1	2898	1
MN769538.1	2898	1
MN769593.1	2898	1
MN769761.1	2898	1
MN770100.1	2898	1
MN770110.1	2898	1
MN770182.1	2898	1
MN770206.1	2898	1
MN770283.1	2898	1
MN770498.1	2898	1
MN770620.1	2898	1
MN770632.1	2898	1
MN771082.1	2898	1
MN771225.1	2898	1
MN771282.1	2898	1
MN771285.1	2898	1
MN771457.1	2898	1
MZ286288.1	2898	1
OK574439.1	2898	1
OZ258810.1	2898	1
OZ259022.1	2898	1
AB026929.1	2897	1
MH649125.1	2897	1
MN769079.1	2897	1
MN769093.1	2897	1
MN769141.1	2897	1
MN769741.1	2897	1
MN769759.1	2897	1
MN769838.1	2897	1
MN769866.1	2897	1
MN769879.1	2897	1
MN769910.1	2897	1
MN769993.1	2897	1
MN770103.1	2897	1
MN770149.1	2897	1
MN770220.1	2897	1
MN770223.1	2897	1
MN770437.1	2897	1
MN770531.1	2897	1
MN770546.1	2897	1
MN770592.1	2897	1
MN770624.1	2897	1
MN770661.1	2897	1
MN770691.1	2897	1
MN770706.1	2897	1
MN770720.1	2897	1
MN770793.1	2897	1
MN770904.1	2897	1
MN770960.1	2897	1
MN771015.1	2897	1
MN771065.1	2897	1
MN771191.1	2897	1
MN771201.1	2897	1
MN771243.1	2897	1
MN771428.1	2897	1
MT783403.1	2897	1
MW455364.1	2897	1
NC_014095.1	2897	1
MN769031.1	2896	1
MN769147.1	2896	1
MN769220.1	2896	1
MN769289.1	2896	1
MN769341.1	2896	1
MN769863.1	2896	1
MN770554.1	2896	1
MN770585.1	2896	1
MN770616.1	2896	1
MN770674.1	2896	1
MN771070.1	2896	1
MN771154.1	2896	1
MN771222.1	2896	1
MN771250.1	2896	1
MN774971.1	2896	1
MH017547.1	2895	1
MH017548.1	2895	1
MH017549.1	2895	1
MH017550.1	2895	1
MH017551.1	2895	1
MN769493.1	2895	1
MN769649.1	2895	1
MN769842.1	2895	1
MN769902.1	2895	1
MN769940.1	2895	1
MN770331.1	2895	1
MN770337.1	2895	1
MN770368.1	2895	1
MN770474.1	2895	1
MN770593.1	2895	1
MN771162.1	2895	1
MZ286151.1	2895	1
OZ258714.1	2895	1
OZ258926.1	2895	1
MH649189.1	2894	1
MN769087.1	2894	1
MN769111.1	2894	1
MN769113.1	2894	1
MN769211.1	2894	1
MN769284.1	2894	1
MN769345.1	2894	1
MN769445.1	2894	1
MN769458.1	2894	1
MN769539.1	2894	1
MN769540.1	2894	1
MN769664.1	2894	1
MN769700.1	2894	1
MN769728.1	2894	1
MN769830.1	2894	1
MN770214.1	2894	1
MN770340.1	2894	1
MN770394.1	2894	1
MN770568.1	2894	1
MN770859.1	2894	1
MN770866.1	2894	1
MN771249.1	2894	1
MN771449.1	2894	1
MN771460.1	2894	1
MN774958.1	2894	1
MW455354.1	2894	1
MZ286044.1	2894	1
MN769247.1	2893	1
MN769420.1	2893	1
MN769447.1	2893	1
MN769482.1	2893	1
MN769513.1	2893	1
MN769669.1	2893	1
MN769718.1	2893	1
MN770289.1	2893	1
MN770362.1	2893	1
MN770683.1	2893	1
MN770966.1	2893	1
MN771128.1	2893	1
MN771421.1	2893	1
MH017546.1	2892	1
MH017554.1	2892	1
MH017555.1	2892	1
MN769196.1	2892	1
MN769214.1	2892	1
MN769905.1	2892	1
MN770399.1	2892	1
MN770626.1	2892	1
MN770768.1	2892	1
MN770877.1	2892	1
MN770979.1	2892	1
MN771035.1	2892	1
MN771093.1	2892	1
MN771119.1	2892	1
MN771234.1	2892	1
MN771387.1	2892	1
MN774960.1	2892	1
NC_076233.1	2892	1
OZ258776.1	2892	1
OZ258988.1	2892	1
MH017552.1	2891	1
MH649224.1	2891	1
MN769358.1	2891	1
MN769385.1	2891	1
MN769492.1	2891	1
MN769930.1	2891	1
MN769974.1	2891	1
MN770014.1	2891	1
MN770153.1	2891	1
MN770347.1	2891	1
MN770360.1	2891	1
MN770462.1	2891	1
MN770525.1	2891	1
MN770559.1	2891	1
MN770635.1	2891	1
MN770657.1	2891	1
MN770773.1	2891	1
MN770798.1	2891	1
MN771179.1	2891	1
MN771189.1	2891	1
MN771209.1	2891	1
MN771339.1	2891	1
MN771503.1	2891	1
MZ286048.1	2891	1
MN769074.1	2890	1
MN769122.1	2890	1
MN769200.1	2890	1
MN769396.1	2890	1
MN769459.1	2890	1
MN769682.1	2890	1
MN770027.1	2890	1
MN770808.1	2890	1
MN771013.1	2890	1
MN771260.1	2890	1
MN771445.1	2890	1
MZ286243.1	2890	1
MH017553.1	2889	1
MN769032.1	2889	1
MN769292.1	2889	1
MN769552.1	2889	1
MN769562.1	2889	1
MN769667.1	2889	1
MN770009.1	2889	1
MN770024.1	2889	1
MN770109.1	2889	1
MN770119.1	2889	1
MN770464.1	2889	1
MN770790.1	2889	1
MN771092.1	2889	1
MZ286045.1	2889	1
MZ286111.1	2889	1
MZ286292.1	2889	1
MN769092.1	2888	1
MN769625.1	2888	1
MN770280.1	2888	1
MN770321.1	2888	1
MN770374.1	2888	1
MN770387.1	2888	1
MN770787.1	2888	1
MN770795.1	2888	1
MN770914.1	2888	1
MN771071.1	2888	1
MN771203.1	2888	1
MN771413.1	2888	1
MZ286269.1	2888	1
OZ258729.1	2888	1
OZ258941.1	2888	1
MN769047.1	2887	1
MN769138.1	2887	1
MN769158.1	2887	1
MN769164.1	2887	1
MN769367.1	2887	1
MN769390.1	2887	1
MN769512.1	2887	1
MN769617.1	2887	1
MN769779.1	2887	1
MN770234.1	2887	1
MN770244.1	2887	1
MN770268.1	2887	1
MN770384.1	2887	1
MN770633.1	2887	1
MN770760.1	2887	1
MN771042.1	2887	1
MN771096.1	2887	1
MW455360.1	2887	1
NC_038345.1	2887	1
MN769139.1	2886	1
MN769249.1	2886	1
MN770046.1	2886	1
MN770089.1	2886	1
MN770224.1	2886	1
MN770226.1	2886	1
MN770354.1	2886	1
MN770711.1	2886	1
MN770861.1	2886	1
MN771216.1	2886	1
MN769251.1	2885	1
MN769314.1	2885	1
MN769394.1	2885	1
MN769466.1	2885	1
MN769561.1	2885	1
MN769715.1	2885	1
MN769806.1	2885	1
MN769969.1	2885	1
MN769989.1	2885	1
MN770215.1	2885	1
MN771109.1	2885	1
MN771183.1	2885	1
MN771410.1	2885	1
MW455377.1	2885	1
MH649062.1	2884	1
MN769108.1	2884	1
MN769203.1	2884	1
MN769207.1	2884	1
MN769277.1	2884	1
MN769293.1	2884	1
MN769350.1	2884	1
MN769354.1	2884	1
MN769614.1	2884	1
MN769631.1	2884	1
MN769684.1	2884	1
MN769687.1	2884	1
MN769767.1	2884	1
MN769770.1	2884	1
MN770140.1	2884	1
MN770421.1	2884	1
MN770587.1	2884	1
MN770607.1	2884	1
MN770662.1	2884	1
MN771281.1	2884	1
MN769053.1	2883	1
MN769180.1	2883	1
MN769218.1	2883	1
MN769243.1	2883	1
MN769248.1	2883	1
MN769346.1	2883	1
MN769467.1	2883	1
MN769472.1	2883	1
MN769496.1	2883	1
MN769584.1	2883	1
MN769595.1	2883	1
MN769601.1	2883	1
MN769607.1	2883	1
MN769742.1	2883	1
MN769837.1	2883	1
MN770332.1	2883	1
MN770364.1	2883	1
MN770826.1	2883	1
MN770996.1	2883	1
MN771304.1	2883	1
MN771308.1	2883	1
MN771377.1	2883	1
MN771431.1	2883	1
MN769037.1	2882	1
MN769257.1	2882	1
MN769563.1	2882	1
MN769703.1	2882	1
MN769729.1	2882	1
MN769804.1	2882	1
MN770351.1	2882	1
MN770871.1	2882	1
MN771501.1	2882	1
MN769487.1	2881	1
MN770262.1	2881	1
MN770761.1	2881	1
MN770864.1	2881	1
MN771106.1	2881	1
MN771127.1	2881	1
MN771153.1	2881	1
MN771193.1	2881	1
MW455437.1	2881	1
KY462770.1	2880	1
MN769233.1	2880	1
MN769436.1	2880	1
MN769529.1	2880	1
MN770339.1	2880	1
MN770809.1	2880	1
MN770835.1	2880	1
MN771163.1	2880	1
MZ286190.1	2880	1
NC_076162.1	2880	1
MN769174.1	2879	1
MN769194.1	2879	1
MN769324.1	2879	1
MN769405.1	2879	1
MN769426.1	2879	1
MN769497.1	2879	1
MN769544.1	2879	1
MN769765.1	2879	1
MN770143.1	2879	1
MN770151.1	2879	1
MN770574.1	2879	1
MN770707.1	2879	1
MN770856.1	2879	1
MN770901.1	2879	1
MN770903.1	2879	1
MN771112.1	2879	1
MZ286058.1	2879	1
MZ286229.1	2879	1
MZ286244.1	2879	1
OZ258715.1	2879	1
OZ258927.1	2879	1
MN769028.1	2878	1
MN769145.1	2878	1
MN769772.1	2878	1
MN770096.1	2878	1
MN770114.1	2878	1
MN770717.1	2878	1
MN770985.1	2878	1
MN770989.1	2878	1
MN771312.1	2878	1
MZ286078.1	2878	1
MZ286263.1	2878	1
MN769067.1	2877	1
MN769099.1	2877	1
MN769154.1	2877	1
MN769359.1	2877	1
MN769363.1	2877	1
MN769523.1	2877	1
MN769701.1	2877	1
MN770191.1	2877	1
MN770371.1	2877	1
MN770375.1	2877	1
MN770465.1	2877	1
MN770754.1	2877	1
MN771006.1	2877	1
MN771063.1	2877	1
MN771083.1	2877	1
MN769068.1	2876	1
MN769185.1	2876	1
MN769258.1	2876	1
MN769318.1	2876	1
MN769379.1	2876	1
MN769424.1	2876	1
MN769781.1	2876	1
MN769845.1	2876	1
MN770017.1	2876	1
MN770420.1	2876	1
MN770422.1	2876	1
MN770433.1	2876	1
MN770509.1	2876	1
MN770894.1	2876	1
MN770964.1	2876	1
MN771000.1	2876	1
MN771037.1	2876	1
MN771202.1	2876	1
MN771366.1	2876	1
MN771436.1	2876	1
MN771506.1	2876	1
MZ286234.1	2876	1
MZ286237.1	2876	1
MZ286276.1	2876	1
OR148954.1	2876	1
MN769065.1	2875	1
MN769072.1	2875	1
MN769107.1	2875	1
MN769114.1	2875	1
MN769269.1	2875	1
MN769465.1	2875	1
MN769485.1	2875	1
MN769520.1	2875	1
MN769671.1	2875	1
MN769827.1	2875	1
MN769852.1	2875	1
MN769901.1	2875	1
MN769912.1	2875	1
MN769931.1	2875	1
MN769980.1	2875	1
MN769987.1	2875	1
MN769996.1	2875	1
MN770021.1	2875	1
MN770484.1	2875	1
MN770491.1	2875	1
MN770628.1	2875	1
MN770681.1	2875	1
MN770738.1	2875	1
MN770869.1	2875	1
MN770934.1	2875	1
MN770968.1	2875	1
MT157223.1	2875	1
OK574422.1	2875	1
MH649040.1	2874	1
MN769055.1	2874	1
MN769096.1	2874	1
MN769097.1	2874	1
MN769149.1	2874	1
MN769183.1	2874	1
MN769317.1	2874	1
MN769527.1	2874	1
MN769652.1	2874	1
MN769660.1	2874	1
MN769688.1	2874	1
MN769782.1	2874	1
MN770026.1	2874	1
MN770055.1	2874	1
MN770083.1	2874	1
MN770123.1	2874	1
MN770198.1	2874	1
MN770584.1	2874	1
MN770724.1	2874	1
MN770762.1	2874	1
MN771237.1	2874	1
MN771388.1	2874	1
MN771399.1	2874	1
MW455445.1	2874	1
MN769297.1	2873	1
MN769361.1	2873	1
MN769543.1	2873	1
MN769604.1	2873	1
MN769626.1	2873	1
MN769681.1	2873	1
MN770330.1	2873	1
MN770608.1	2873	1
MN770825.1	2873	1
MN770874.1	2873	1
MN770895.1	2873	1
MN770933.1	2873	1
MN770955.1	2873	1
MN770973.1	2873	1
MN770975.1	2873	1
MN770978.1	2873	1
MN771164.1	2873	1
MZ286146.1	2873	1
OZ258737.1	2873	1
OZ258949.1	2873	1
MN769342.1	2872	1
MN769415.1	2872	1
MN769565.1	2872	1
MN769707.1	2872	1
MN769730.1	2872	1
MN770039.1	2872	1
MN770239.1	2872	1
MN770240.1	2872	1
MN770660.1	2872	1
MN770807.1	2872	1
MN770810.1	2872	1
MN770845.1	2872	1
MN771099.1	2872	1
MN771235.1	2872	1
MN771374.1	2872	1
MN771423.1	2872	1
MN771484.1	2872	1
MN771502.1	2872	1
MZ285984.1	2872	1
OZ258747.1	2872	1
OZ258959.1	2872	1
MN769084.1	2871	1
MN769094.1	2871	1
MN769643.1	2871	1
MN769805.1	2871	1
MN770241.1	2871	1
MN770247.1	2871	1
MN770535.1	2871	1
MN770598.1	2871	1
MN770822.1	2871	1
MN770927.1	2871	1
MN770932.1	2871	1
MN770954.1	2871	1
MN770977.1	2871	1
MN770984.1	2871	1
MN771146.1	2871	1
MN771476.1	2871	1
MN771478.1	2871	1
MZ286032.1	2871	1
MZ286088.1	2871	1
NC_038346.1	2871	1
MN769221.1	2870	1
MN769335.1	2870	1
MN769461.1	2870	1
MN769777.1	2870	1
MN769870.1	2870	1
MN769873.1	2870	1
MN770167.1	2870	1
MN770317.1	2870	1
MN770348.1	2870	1
MN770471.1	2870	1
MN770503.1	2870	1
MN770974.1	2870	1
MN771054.1	2870	1
MK212030.1	2869	1
MN769738.1	2869	1
MN769747.1	2869	1
MN769887.1	2869	1
MN770154.1	2869	1
MN770417.1	2869	1
MN770875.1	2869	1
MN771097.1	2869	1
MN771135.1	2869	1
MN771174.1	2869	1
MN771199.1	2869	1
MN771290.1	2869	1
MN771376.1	2869	1
MN771459.1	2869	1
MN771480.1	2869	1
MN771505.1	2869	1
OZ258707.1	2869	1
OZ258919.1	2869	1
MH648962.1	2868	1
MN769129.1	2868	1
MN769272.1	2868	1
MN769304.1	2868	1
MN769661.1	2868	1
MN769963.1	2868	1
MN770329.1	2868	1
MN770510.1	2868	1
MN770570.1	2868	1
MN770580.1	2868	1
MN770791.1	2868	1
MN770981.1	2868	1
MN771098.1	2868	1
MN771104.1	2868	1
MN771279.1	2868	1
MN769048.1	2867	1
MN769199.1	2867	1
MN769391.1	2867	1
MN769656.1	2867	1
MN770134.1	2867	1
MN770352.1	2867	1
MN770919.1	2867	1
MN771056.1	2867	1
MN771239.1	2867	1
MN771293.1	2867	1
MN771352.1	2867	1
MZ285985.1	2867	1
OZ258761.1	2867	1
OZ258973.1	2867	1
MN770000.1	2866	1
MN770067.1	2866	1
MN770106.1	2866	1
MN770242.1	2866	1
MN770385.1	2866	1
MN774967.1	2866	1
MW455409.1	2866	1
OK574388.1	2866	1
MN769190.1	2865	1
MN769323.1	2865	1
MN769339.1	2865	1
MN769450.1	2865	1
MN769923.1	2865	1
MN770053.1	2865	1
MN770314.1	2865	1
MN770627.1	2865	1
MN770982.1	2865	1
MN771005.1	2865	1
MN771008.1	2865	1
MN771072.1	2865	1
MN771247.1	2865	1
MN771342.1	2865	1
MN771358.1	2865	1
MN771511.1	2865	1
MW455385.1	2865	1
MN769056.1	2864	1
MN769082.1	2864	1
MN769090.1	2864	1
MN769134.1	2864	1
MN769273.1	2864	1
MN769416.1	2864	1
MN769613.1	2864	1
MN769674.1	2864	1
MN769814.1	2864	1
MN769824.1	2864	1
MN770047.1	2864	1
