orf_id,phylo_cluster,orf1_genus
MN770187.1_1,2,Betatorquevirus
MN770992.1_1,2,Betatorquevirus
MN769365.1_1,2,Betatorquevirus
MN769730.1_1,2,Betatorquevirus
MN769175.1_1,2,Betatorquevirus
MN771447.1_1,2,Betatorquevirus
MN769210.1_1,2,Betatorquevirus
MN769392.1_1,2,Betatorquevirus
MN769286.1_1,2,Betatorquevirus
MN771195.1_1,2,Betatorquevirus
MN769686.1_1,2,Betatorquevirus
AB026930.1_1,2,Betatorquevirus
AB026931.1_1,2,Betatorquevirus
MN769319.1_1,2,Betatorquevirus
MN769259.1_1,2,Betatorquevirus
MN769084.1_1,2,Betatorquevirus
MN769308.1_1,2,Betatorquevirus
OK574395.1_1,2,Betatorquevirus
MN771396.1_1,2,Betatorquevirus
MN770189.1_1,2,Betatorquevirus
MN770696.1_1,2,Betatorquevirus
MN769073.1_1,2,Betatorquevirus
MN771386.1_1,2,Betatorquevirus
MN771392.1_1,2,Betatorquevirus
MN770828.1_1,2,Betatorquevirus
MN771401.1_1,2,Betatorquevirus
MN770265.1_1,2,Betatorquevirus
MN771450.1_1,2,Betatorquevirus
MN769356.1_1,2,Betatorquevirus
MN770138.1_1,2,Betatorquevirus
MN769294.1_1,2,Betatorquevirus
MN769357.1_1,2,Betatorquevirus
MN769794.1_1,2,Betatorquevirus
MN769270.1_1,2,Betatorquevirus
MN769567.1_1,2,Betatorquevirus
MN769205.1_1,2,Betatorquevirus
MN771452.1_1,2,Betatorquevirus
MN770646.1_1,2,Betatorquevirus
MN771357.1_1,2,Betatorquevirus
MN769568.1_1,2,Betatorquevirus
KY462757.1_1,2,Betatorquevirus
KY462758.1_1,2,Betatorquevirus
MN770907.1_1,2,Betatorquevirus
MN769204.1_1,2,Betatorquevirus
MK212029.1_1,2,Betatorquevirus
MN770452.1_1,2,Betatorquevirus
MN770652.1_1,2,Betatorquevirus
MN770577.1_1,2,Betatorquevirus
MN770728.1_1,2,Betatorquevirus
MN769126.1_1,2,Betatorquevirus
MN770698.1_1,2,Betatorquevirus
MN770962.1_1,2,Betatorquevirus
MN770692.1_1,2,Betatorquevirus
MN769116.1_1,2,Betatorquevirus
OK574415.1_1,2,Betatorquevirus
OZ258713.1_1,2,Betatorquevirus
MN769383.1_1,2,Betatorquevirus
KU041847.1_1,2,Betatorquevirus
MN771051.1_1,2,Betatorquevirus
MN769463.1_1,2,Betatorquevirus
OK574411.1_1,2,Betatorquevirus
MN770146.1_1,2,Betatorquevirus
MN771261.1_1,2,Betatorquevirus
MN770552.1_1,2,Betatorquevirus
MN769569.1_1,2,Betatorquevirus
MN769252.1_1,2,Betatorquevirus
OR197588.1_1,2,Betatorquevirus
MN771061.1_1,2,Betatorquevirus
MN771102.1_1,2,Betatorquevirus
MN769070.1_1,2,Betatorquevirus
MN771351.1_1,2,Betatorquevirus
MN769556.1_1,2,Betatorquevirus
MN770277.1_1,2,Betatorquevirus
MN770526.1_1,2,Betatorquevirus
MN769144.1_1,2,Betatorquevirus
MN771055.1_1,2,Betatorquevirus
MN770937.1_1,2,Betatorquevirus
MN770789.1_1,2,Betatorquevirus
MN769223.1_1,2,Betatorquevirus
MN770703.1_1,2,Betatorquevirus
MN769437.1_1,2,Betatorquevirus
MN770405.1_1,2,Betatorquevirus
MN769665.1_1,2,Betatorquevirus
MN770812.1_1,2,Betatorquevirus
MN770827.1_1,2,Betatorquevirus
MN771141.1_1,2,Betatorquevirus
MN770132.1_1,2,Betatorquevirus
MN771406.1_1,2,Betatorquevirus
MN769438.1_1,2,Betatorquevirus
MN769602.1_1,2,Betatorquevirus
MN770148.1_1,2,Betatorquevirus
MN770600.1_1,2,Betatorquevirus
MN770714.1_1,2,Betatorquevirus
MN771315.1_1,2,Betatorquevirus
MN770684.1_1,2,Betatorquevirus
MN771468.1_1,2,Betatorquevirus
MN770072.1_1,2,Betatorquevirus
MN771072.1_1,2,Betatorquevirus
MN771080.1_1,2,Betatorquevirus
MN770598.1_1,2,Betatorquevirus
MN770209.1_1,2,Betatorquevirus
MN770963.1_1,2,Betatorquevirus
MN769416.1_1,2,Betatorquevirus
MN771038.1_1,2,Betatorquevirus
MN771039.1_1,2,Betatorquevirus
MN769309.1_1,2,Betatorquevirus
MH017563.1_1,2,Betatorquevirus
MN769796.1_1,2,Betatorquevirus
KU243129.1_1,2,Betatorquevirus
MN770885.1_1,2,Betatorquevirus
MN770318.1_1,2,Betatorquevirus
MN770811.1_1,2,Betatorquevirus
MN770034.1_1,2,Betatorquevirus
MN770535.1_1,2,Betatorquevirus
MN769790.1_1,2,Betatorquevirus
MN770500.1_1,2,Betatorquevirus
MN770109.1_1,2,Betatorquevirus
MN770395.1_1,2,Betatorquevirus
MN770513.1_1,2,Betatorquevirus
MN770567.1_1,2,Betatorquevirus
MN770478.1_1,2,Betatorquevirus
MN770486.1_1,2,Betatorquevirus
MN770560.1_1,2,Betatorquevirus
MN770031.1_1,2,Betatorquevirus
MN770108.1_1,2,Betatorquevirus
MN769235.1_1,2,Betatorquevirus
MN769924.1_1,3,Betatorquevirus
MN770266.1_1,3,Betatorquevirus
MN771409.1_1,3,Betatorquevirus
MN770249.1_1,3,Betatorquevirus
MN771057.1_1,3,Betatorquevirus
MN770243.1_1,3,Betatorquevirus
MN770259.1_1,3,Betatorquevirus
MN769976.1_1,3,Betatorquevirus
MN771171.1_1,3,Betatorquevirus
MN771375.1_1,3,Betatorquevirus
MN770129.1_1,3,Betatorquevirus
MN770516.1_1,3,Betatorquevirus
MN771432.1_1,3,Betatorquevirus
MN769178.1_1,3,Betatorquevirus
OZ258712.1_1,3,Betatorquevirus
MN771504.1_1,3,Betatorquevirus
MN770653.1_1,3,Betatorquevirus
MN771418.1_1,3,Betatorquevirus
MN770912.1_1,3,Betatorquevirus
MN770312.1_1,3,Betatorquevirus
MN770273.1_1,3,Betatorquevirus
MN770922.1_1,3,Betatorquevirus
MN771378.1_1,3,Betatorquevirus
MN769484.1_1,3,Betatorquevirus
MN769100.1_1,3,Betatorquevirus
MN770470.1_1,3,Betatorquevirus
MN769632.1_1,4,Betatorquevirus
MN770250.1_1,4,Betatorquevirus
MN770989.1_1,4,Betatorquevirus
MN770465.1_1,4,Betatorquevirus
MN770959.1_1,4,Betatorquevirus
MN771481.1_1,4,Betatorquevirus
MN769155.1_1,4,Betatorquevirus
MN771404.1_1,4,Betatorquevirus
MN770246.1_1,4,Betatorquevirus
MN770990.1_1,4,Betatorquevirus
JX134046.1_1,4,Betatorquevirus
MN771086.1_1,4,Betatorquevirus
MN771501.1_1,4,Betatorquevirus
MN771408.1_1,4,Betatorquevirus
MN769789.1_1,4,Betatorquevirus
MN769804.1_1,4,Betatorquevirus
MN770352.1_1,4,Betatorquevirus
MN769150.1_1,4,Betatorquevirus
MN771445.1_1,4,Betatorquevirus
MN769052.1_1,4,Betatorquevirus
MN771255.1_1,4,Betatorquevirus
MN769978.1_1,4,Betatorquevirus
MN770817.1_1,4,Betatorquevirus
MN770507.1_1,4,Betatorquevirus
MN770331.1_1,4,Betatorquevirus
MN770626.1_1,4,Betatorquevirus
MN769415.1_1,4,Betatorquevirus
MN769706.1_1,4,Betatorquevirus
MN769067.1_1,4,Betatorquevirus
MN770869.1_1,4,Betatorquevirus
MN770136.1_1,4,Betatorquevirus
MN770371.1_1,4,Betatorquevirus
MN770410.1_1,4,Betatorquevirus
MN770760.1_1,4,Betatorquevirus
MN769433.1_1,4,Betatorquevirus
MN771444.1_1,4,Betatorquevirus
MN769440.1_1,4,Betatorquevirus
MN770088.1_1,4,Betatorquevirus
MN770093.1_1,4,Betatorquevirus
MN770398.1_1,4,Betatorquevirus
MN770437.1_1,4,Betatorquevirus
MN769300.1_1,4,Betatorquevirus
MN769226.1_1,4,Betatorquevirus
MN769105.1_1,4,Betatorquevirus
MN769921.1_1,4,Betatorquevirus
MN769342.1_1,4,Betatorquevirus
MN769527.1_1,4,Betatorquevirus
MN769107.1_1,4,Betatorquevirus
MN769426.1_1,4,Betatorquevirus
MN769544.1_1,4,Betatorquevirus
MN769497.1_1,4,Betatorquevirus
MN769062.1_1,4,Betatorquevirus
MN769056.1_1,4,Betatorquevirus
MN770584.1_1,4,Betatorquevirus
MN769732.1_1,4,Betatorquevirus
MN769449.1_1,4,Betatorquevirus
MN769183.1_1,4,Betatorquevirus
OZ258770.1_1,4,Betatorquevirus
MN769659.1_1,4,Betatorquevirus
MN769398.1_1,4,Betatorquevirus
MN770030.1_1,5,Betatorquevirus
MN769549.1_1,5,Betatorquevirus
MN769641.1_1,5,Betatorquevirus
MN769702.1_1,5,Betatorquevirus
MN769169.1_1,5,Betatorquevirus
MN770411.1_1,5,Betatorquevirus
MN769780.1_1,5,Betatorquevirus
MN769040.1_1,5,Betatorquevirus
MN770719.1_1,5,Betatorquevirus
MN769994.1_1,5,Betatorquevirus
MN769162.1_1,5,Betatorquevirus
MN770049.1_1,5,Betatorquevirus
MN770994.1_1,5,Betatorquevirus
MN769238.1_1,5,Betatorquevirus
MN769533.1_1,5,Betatorquevirus
MN771170.1_1,5,Betatorquevirus
MN769507.1_1,5,Betatorquevirus
MN770601.1_1,5,Betatorquevirus
MN770866.1_1,5,Betatorquevirus
MN770683.1_1,5,Betatorquevirus
MN769292.1_1,5,Betatorquevirus
MN771367.1_1,5,Betatorquevirus
OK574414.1_1,5,Betatorquevirus
MN769682.1_1,5,Betatorquevirus
MN769034.1_1,5,Betatorquevirus
MN771289.1_1,5,Betatorquevirus
MN770682.1_1,5,Betatorquevirus
OZ258764.1_1,5,Betatorquevirus
OZ258793.1_1,5,Betatorquevirus
MN769211.1_1,5,Betatorquevirus
MN771362.1_1,5,Betatorquevirus
OZ258804.1_1,5,Betatorquevirus
MN770958.1_1,5,Betatorquevirus
MN770303.1_1,5,Betatorquevirus
MN769931.1_1,5,Betatorquevirus
MN769324.1_1,5,Betatorquevirus
MN770262.1_1,5,Betatorquevirus
MN769301.1_1,5,Betatorquevirus
MN771112.1_1,5,Betatorquevirus
MN769482.1_1,5,Betatorquevirus
MN770867.1_1,5,Betatorquevirus
MN771254.1_1,5,Betatorquevirus
MN770501.1_1,5,Betatorquevirus
MN770330.1_1,5,Betatorquevirus
AB026929.1_1,5,Betatorquevirus
MN770965.1_1,5,Betatorquevirus
MN770408.1_1,5,Betatorquevirus
MN770463.1_1,5,Betatorquevirus
MN771262.1_1,5,Betatorquevirus
MN770480.1_1,5,Betatorquevirus
MN771123.1_1,5,Betatorquevirus
MN769629.1_1,5,Betatorquevirus
MN770479.1_1,5,Betatorquevirus
MN769997.1_1,5,Betatorquevirus
MN769187.1_1,5,Betatorquevirus
MN770260.1_1,5,Betatorquevirus
MN770264.1_1,5,Betatorquevirus
MN769546.1_1,5,Betatorquevirus
MN771119.1_1,5,Betatorquevirus
MN771270.1_1,5,Betatorquevirus
MN770695.1_1,5,Betatorquevirus
MN770713.1_1,5,Betatorquevirus
OK574437.1_1,5,Betatorquevirus
MN771215.1_1,5,Betatorquevirus
MN770794.1_1,5,Betatorquevirus
MN771213.1_1,5,Betatorquevirus
MN771212.1_1,5,Betatorquevirus
MN770418.1_1,5,Betatorquevirus
MN770936.1_1,5,Betatorquevirus
MN770597.1_1,5,Betatorquevirus
MN769332.1_1,5,Betatorquevirus
MN769678.1_1,5,Betatorquevirus
MN769577.1_1,5,Betatorquevirus
MN769579.1_1,5,Betatorquevirus
MN770322.1_1,5,Betatorquevirus
MN769246.1_1,5,Betatorquevirus
MN770386.1_1,5,Betatorquevirus
MN770533.1_1,5,Betatorquevirus
MN771339.1_1,6,Betatorquevirus
MN771162.1_1,6,Betatorquevirus
MN771208.1_1,6,Betatorquevirus
MN769562.1_1,6,Betatorquevirus
MN770204.1_1,6,Betatorquevirus
MN770529.1_1,6,Betatorquevirus
MN770037.1_1,6,Betatorquevirus
MN771023.1_1,6,Betatorquevirus
MN771161.1_1,6,Betatorquevirus
MN770379.1_1,6,Betatorquevirus
MN769373.1_1,6,Betatorquevirus
MN769705.1_1,6,Betatorquevirus
MN769510.1_1,6,Betatorquevirus
MN769615.1_1,6,Betatorquevirus
MN769612.1_1,6,Betatorquevirus
MN771257.1_1,6,Betatorquevirus
MN771205.1_1,6,Betatorquevirus
MN769142.1_1,6,Betatorquevirus
MN771350.1_1,6,Betatorquevirus
MN769447.1_1,6,Betatorquevirus
MN770059.1_1,7,Betatorquevirus
MN769587.1_1,7,Betatorquevirus
MN769182.1_1,7,Betatorquevirus
MN770216.1_1,7,Betatorquevirus
MN770231.1_1,7,Betatorquevirus
MN770218.1_1,7,Betatorquevirus
MN770232.1_1,7,Betatorquevirus
MN770585.1_1,7,Betatorquevirus
MN769344.1_1,7,Betatorquevirus
MN769580.1_1,7,Betatorquevirus
MN771243.1_1,7,Betatorquevirus
MN770367.1_1,7,Betatorquevirus
OK574402.1_1,7,Betatorquevirus
MN770706.1_1,7,Betatorquevirus
MN770149.1_1,7,Betatorquevirus
MN770537.1_1,7,Betatorquevirus
MN771297.1_1,7,Betatorquevirus
MN771251.1_1,7,Betatorquevirus
MN770607.1_1,7,Betatorquevirus
MN769318.1_1,7,Betatorquevirus
MN769671.1_1,7,Betatorquevirus
MN769436.1_1,7,Betatorquevirus
MN770776.1_1,7,Betatorquevirus
MN769281.1_1,7,Betatorquevirus
MN769836.1_1,7,Betatorquevirus
MN769125.1_1,7,Betatorquevirus
MN770283.1_1,7,Betatorquevirus
MN771232.1_1,7,Betatorquevirus
MN771256.1_1,7,Betatorquevirus
MN770279.1_1,7,Betatorquevirus
MN769103.1_1,7,Betatorquevirus
MN770336.1_1,7,Betatorquevirus
KM259873.1_1,7,Betatorquevirus
MN770342.1_1,7,Betatorquevirus
MN771281.1_1,7,Betatorquevirus
MN770384.1_1,7,Betatorquevirus
MN770662.1_1,7,Betatorquevirus
MN769806.1_1,7,Betatorquevirus
MN770707.1_1,7,Betatorquevirus
MN771383.1_1,7,Betatorquevirus
MN769173.1_1,7,Betatorquevirus
MN771460.1_1,7,Betatorquevirus
AF291073.1_1,7,Betatorquevirus
MN771063.1_1,7,Betatorquevirus
MN771249.1_1,7,Betatorquevirus
MN770244.1_1,7,Betatorquevirus
MN769367.1_1,7,Betatorquevirus
MN769247.1_1,7,Betatorquevirus
MN770046.1_1,7,Betatorquevirus
MN769927.1_1,8,Betatorquevirus
MN771495.1_1,8,Betatorquevirus
MN770564.1_1,8,Betatorquevirus
MN771089.1_1,8,Betatorquevirus
MN770097.1_1,8,Betatorquevirus
MN769981.1_1,8,Betatorquevirus
MN770581.1_1,8,Betatorquevirus
MN769872.1_1,8,Betatorquevirus
MN769904.1_1,8,Betatorquevirus
MN770658.1_1,8,Betatorquevirus
MN770267.1_1,8,Betatorquevirus
MN770495.1_1,8,Betatorquevirus
MN769434.1_1,8,Betatorquevirus
MN769564.1_1,8,Betatorquevirus
MN771176.1_1,8,Betatorquevirus
MN770435.1_1,8,Betatorquevirus
MN770834.1_1,8,Betatorquevirus
MN769237.1_1,8,Betatorquevirus
MN769537.1_1,8,Betatorquevirus
MN769253.1_1,8,Betatorquevirus
MN769891.1_1,8,Betatorquevirus
MN769973.1_1,8,Betatorquevirus
MN769928.1_1,8,Betatorquevirus
MN770009.1_1,8,Betatorquevirus
MN771349.1_1,8,Betatorquevirus
MN771110.1_1,8,Betatorquevirus
MN770563.1_1,8,Betatorquevirus
MN770815.1_1,8,Betatorquevirus
MN771305.1_1,9,Betatorquevirus
MN769128.1_1,9,Betatorquevirus
OZ258716.1_1,9,Betatorquevirus
OZ258724.1_1,9,Betatorquevirus
MN769209.1_1,9,Betatorquevirus
OZ258728.1_1,9,Betatorquevirus
MN771376.1_1,9,Betatorquevirus
MN770468.1_1,9,Betatorquevirus
MN770875.1_1,9,Betatorquevirus
MN769940.1_1,9,Betatorquevirus
MN771499.1_1,9,Betatorquevirus
MN770075.1_1,9,Betatorquevirus
MN771387.1_1,9,Betatorquevirus
MN771042.1_1,9,Betatorquevirus
MN770239.1_1,9,Betatorquevirus
MN771239.1_1,9,Betatorquevirus
MN769862.1_1,9,Betatorquevirus
MN770214.1_1,9,Betatorquevirus
MN769304.1_1,9,Betatorquevirus
OZ258729.1_1,9,Betatorquevirus
MN771352.1_1,9,Betatorquevirus
MN771398.1_1,9,Betatorquevirus
MN770877.1_1,9,Betatorquevirus
MN771366.1_1,9,Betatorquevirus
MN771429.1_1,9,Betatorquevirus
MN770644.1_1,10,Betatorquevirus
MN769983.1_1,10,Betatorquevirus
MN770750.1_1,10,Betatorquevirus
MN771219.1_1,10,Betatorquevirus
MN771244.1_1,10,Betatorquevirus
MN771045.1_1,10,Betatorquevirus
MN770700.1_1,10,Betatorquevirus
MN771223.1_1,10,Betatorquevirus
MN770970.1_1,10,Betatorquevirus
MN771024.1_1,10,Betatorquevirus
MN771027.1_1,10,Betatorquevirus
MN770426.1_1,10,Betatorquevirus
MN770217.1_1,10,Betatorquevirus
MN769298.1_1,10,Betatorquevirus
MN770531.1_1,10,Betatorquevirus
MN770624.1_1,10,Betatorquevirus
MN770944.1_1,10,Betatorquevirus
MN769874.1_1,10,Betatorquevirus
MN769958.1_1,10,Betatorquevirus
MN769962.1_1,10,Betatorquevirus
MN770019.1_1,10,Betatorquevirus
OK574352.1_1,10,Betatorquevirus
MN770800.1_1,10,Betatorquevirus
MN770647.1_1,10,Betatorquevirus
MN770457.1_1,10,Betatorquevirus
MN770508.1_1,10,Betatorquevirus
MN770792.1_1,10,Betatorquevirus
MN770906.1_1,10,Betatorquevirus
MN770651.1_1,10,Betatorquevirus
MN769857.1_1,10,Betatorquevirus
MN769900.1_1,10,Betatorquevirus
MN769881.1_1,10,Betatorquevirus
MN769950.1_1,10,Betatorquevirus
MN769524.1_1,10,Betatorquevirus
MN769926.1_1,10,Betatorquevirus
OZ258775.1_1,10,Betatorquevirus
MN769863.1_1,10,Betatorquevirus
MN769930.1_1,10,Betatorquevirus
MN769887.1_1,10,Betatorquevirus
MK212030.1_1,10,Betatorquevirus
MN770347.1_1,10,Betatorquevirus
MN769901.1_1,10,Betatorquevirus
MN769855.1_1,10,Betatorquevirus
MN769850.1_1,10,Betatorquevirus
MN769911.1_1,10,Betatorquevirus
MN769854.1_1,10,Betatorquevirus
MN769852.1_1,10,Betatorquevirus
MN771158.1_1,10,Betatorquevirus
MN770125.1_1,10,Betatorquevirus
MN770673.1_1,10,Betatorquevirus
MN769876.1_1,10,Betatorquevirus
MN770425.1_1,10,Betatorquevirus
MN770614.1_1,10,Betatorquevirus
MN770663.1_1,10,Betatorquevirus
MN770801.1_1,10,Betatorquevirus
MN770357.1_1,10,Betatorquevirus
MN770396.1_1,10,Betatorquevirus
MN769967.1_1,10,Betatorquevirus
MN770733.1_1,10,Betatorquevirus
MN769918.1_1,10,Betatorquevirus
MN770464.1_1,10,Betatorquevirus
MN769991.1_1,10,Betatorquevirus
MN769842.1_1,10,Betatorquevirus
MN769905.1_1,10,Betatorquevirus
MN769910.1_1,10,Betatorquevirus
MN771428.1_1,10,Betatorquevirus
MN770485.1_1,10,Betatorquevirus
MN769849.1_1,10,Betatorquevirus
MN769480.1_1,10,Betatorquevirus
MN770177.1_1,10,Betatorquevirus
MN771059.1_1,10,Betatorquevirus
OK574383.1_1,10,Betatorquevirus
MN770374.1_1,10,Betatorquevirus
KY462770.1_1,10,Betatorquevirus
MN769969.1_1,10,Betatorquevirus
MN770017.1_1,10,Betatorquevirus
MN770002.1_1,10,Betatorquevirus
MN770154.1_1,10,Betatorquevirus
MN769860.1_1,10,Betatorquevirus
MN771514.1_1,10,Betatorquevirus
MN769832.1_1,10,Betatorquevirus
MN769522.1_1,10,Betatorquevirus
MN769998.1_1,10,Betatorquevirus
MN769746.1_1,10,Betatorquevirus
MN770783.1_1,10,Betatorquevirus
MN770181.1_1,10,Betatorquevirus
MN770502.1_1,10,Betatorquevirus
MN770123.1_1,10,Betatorquevirus
MN769402.1_1,11,Betatorquevirus
OZ258790.1_1,11,Betatorquevirus
MN770407.1_1,11,Betatorquevirus
MN771115.1_1,11,Betatorquevirus
MN770527.1_1,11,Betatorquevirus
MN769382.1_1,11,Betatorquevirus
MN771177.1_1,11,Betatorquevirus
MN770670.1_1,11,Betatorquevirus
MN770131.1_1,11,Betatorquevirus
MN770063.1_1,11,Betatorquevirus
MN769583.1_1,11,Betatorquevirus
MN769586.1_1,11,Betatorquevirus
MN770282.1_1,11,Betatorquevirus
MN770844.1_1,11,Betatorquevirus
MN770456.1_1,11,Betatorquevirus
MN769560.1_1,11,Betatorquevirus
MN770515.1_1,11,Betatorquevirus
MN769599.1_1,11,Betatorquevirus
MN770320.1_1,11,Betatorquevirus
MN769110.1_1,11,Betatorquevirus
MN769461.1_1,11,Betatorquevirus
MN769694.1_1,11,Betatorquevirus
MN771081.1_1,11,Betatorquevirus
MN769428.1_1,11,Betatorquevirus
AB041962.1_1,11,Betatorquevirus
MN770393.1_1,11,Betatorquevirus
MN770170.1_1,11,Betatorquevirus
JX134045.1_1,11,Betatorquevirus
MN771168.1_1,11,Betatorquevirus
MN769818.1_1,11,Betatorquevirus
MN769042.1_1,11,Betatorquevirus
MN769046.1_1,11,Betatorquevirus
MN769171.1_1,11,Betatorquevirus
MN769311.1_1,11,Betatorquevirus
MN769837.1_1,11,Betatorquevirus
MN770781.1_1,11,Betatorquevirus
MK212031.1_1,11,Betatorquevirus
MN770543.1_1,11,Betatorquevirus
MN769409.1_1,11,Betatorquevirus
MN770915.1_1,11,Betatorquevirus
MN770459.1_1,11,Betatorquevirus
MN770056.1_1,11,Betatorquevirus
MN769554.1_1,11,Betatorquevirus
MN769181.1_1,11,Betatorquevirus
MN771453.1_1,11,Betatorquevirus
MN770908.1_1,11,Betatorquevirus
MN770556.1_1,11,Betatorquevirus
MN769585.1_1,11,Betatorquevirus
MN771108.1_1,11,Betatorquevirus
MN770297.1_1,11,Betatorquevirus
MN769395.1_1,11,Betatorquevirus
OZ258737.1_1,12,Betatorquevirus
MN769515.1_1,12,Betatorquevirus
MN769663.1_1,12,Betatorquevirus
MN771180.1_1,12,Betatorquevirus
MN770770.1_1,12,Betatorquevirus
MN770060.1_1,12,Betatorquevirus
OZ258797.1_1,12,Betatorquevirus
MN769828.1_1,12,Betatorquevirus
MN769925.1_1,12,Betatorquevirus
MN770849.1_1,12,Betatorquevirus
MH017556.1_1,12,Betatorquevirus
MN769407.1_1,12,Betatorquevirus
MN770403.1_1,12,Betatorquevirus
MN769340.1_1,12,Betatorquevirus
MN770382.1_1,12,Betatorquevirus
MN770349.1_1,12,Betatorquevirus
MN770913.1_1,12,Betatorquevirus
MN769519.1_1,12,Betatorquevirus
MN770333.1_1,12,Betatorquevirus
MN769118.1_1,12,Betatorquevirus
MN770341.1_1,12,Betatorquevirus
MN770623.1_1,12,Betatorquevirus
MN770813.1_1,12,Betatorquevirus
MN770293.1_1,12,Betatorquevirus
MN769658.1_1,12,Betatorquevirus
MN770360.1_1,12,Betatorquevirus
MN770753.1_1,12,Betatorquevirus
MN769418.1_1,12,Betatorquevirus
MN769224.1_1,12,Betatorquevirus
MN770863.1_1,12,Betatorquevirus
MN771416.1_1,12,Betatorquevirus
MN770476.1_1,12,Betatorquevirus
MN770359.1_1,12,Betatorquevirus
MN769888.1_1,12,Betatorquevirus
MN770650.1_1,12,Betatorquevirus
MN770161.1_1,12,Betatorquevirus
MN770758.1_1,12,Betatorquevirus
MN770697.1_1,12,Betatorquevirus
MN771153.1_1,12,Betatorquevirus
MN769459.1_1,12,Betatorquevirus
MN769143.1_1,12,Betatorquevirus
MN769241.1_1,12,Betatorquevirus
OZ258731.1_1,12,Betatorquevirus
MN769939.1_1,12,Betatorquevirus
MN770786.1_1,12,Betatorquevirus
MN769597.1_1,12,Betatorquevirus
MN770421.1_1,12,Betatorquevirus
MN769350.1_1,12,Betatorquevirus
MN769584.1_1,12,Betatorquevirus
MN769558.1_1,12,Betatorquevirus
MN769598.1_1,12,Betatorquevirus
MN770307.1_1,12,Betatorquevirus
MN770051.1_1,12,Betatorquevirus
MN769323.1_1,12,Betatorquevirus
MN769096.1_1,12,Betatorquevirus
MN770856.1_1,12,Betatorquevirus
MN770525.1_1,12,Betatorquevirus
MN769639.1_1,12,Betatorquevirus
MN769793.1_1,13,Betatorquevirus
MN769566.1_1,13,Betatorquevirus
MN770401.1_1,13,Betatorquevirus
MN770416.1_1,13,Betatorquevirus
MN770853.1_1,13,Betatorquevirus
MN770077.1_1,13,Betatorquevirus
OZ258751.1_1,13,Betatorquevirus
MN771156.1_1,13,Betatorquevirus
MN771166.1_1,13,Betatorquevirus
MN769525.1_1,13,Betatorquevirus
MN769785.1_1,13,Betatorquevirus
MN769058.1_1,13,Betatorquevirus
MN771443.1_1,13,Betatorquevirus
MN771135.1_1,13,Betatorquevirus
MN769221.1_1,13,Betatorquevirus
MN771009.1_1,13,Betatorquevirus
MN770632.1_1,13,Betatorquevirus
MN770559.1_1,13,Betatorquevirus
MN770890.1_1,14,Betatorquevirus
MN770179.1_1,14,Betatorquevirus
MN769903.1_1,14,Betatorquevirus
MN769914.1_1,14,Betatorquevirus
MN770252.1_1,14,Betatorquevirus
MN770383.1_1,14,Betatorquevirus
MN769972.1_1,14,Betatorquevirus
MN771319.1_1,14,Betatorquevirus
MN771322.1_1,14,Betatorquevirus
MN771048.1_1,14,Betatorquevirus
MN770112.1_1,14,Betatorquevirus
MN769867.1_1,14,Betatorquevirus
MN771316.1_1,14,Betatorquevirus
MN771067.1_1,14,Betatorquevirus
MN769985.1_1,14,Betatorquevirus
MN771326.1_1,14,Betatorquevirus
MN771333.1_1,14,Betatorquevirus
MN770702.1_1,14,Betatorquevirus
MN770202.1_1,14,Betatorquevirus
MN769882.1_1,14,Betatorquevirus
MN769966.1_1,14,Betatorquevirus
MN770199.1_1,14,Betatorquevirus
MN769968.1_1,14,Betatorquevirus
MN770896.1_1,14,Betatorquevirus
MN770185.1_1,14,Betatorquevirus
MN769403.1_1,14,Betatorquevirus
MN769457.1_1,14,Betatorquevirus
MN770302.1_1,14,Betatorquevirus
MN770305.1_1,14,Betatorquevirus
KY856742.1_1,14,Betatorquevirus
MN770659.1_1,14,Betatorquevirus
MN769454.1_1,14,Betatorquevirus
MN769380.1_1,14,Betatorquevirus
MN769348.1_1,14,Betatorquevirus
MN771329.1_1,14,Betatorquevirus
MN770080.1_1,14,Betatorquevirus
MN769231.1_1,14,Betatorquevirus
MN769442.1_1,14,Betatorquevirus
MN769513.1_1,14,Betatorquevirus
MN769864.1_1,14,Betatorquevirus
MN770795.1_1,13,Betatorquevirus
MN769087.1_1,13,Betatorquevirus
MN770740.1_1,13,Betatorquevirus
MN770711.1_1,13,Betatorquevirus
MN769684.1_1,13,Betatorquevirus
MN769149.1_1,13,Betatorquevirus
MN769037.1_1,13,Betatorquevirus
MN769257.1_1,13,Betatorquevirus
MN769158.1_1,13,Betatorquevirus
MN770717.1_1,15,Betatorquevirus
MN770973.1_1,15,Betatorquevirus
MN769376.1_1,15,Betatorquevirus
MN769501.1_1,15,Betatorquevirus
MN770119.1_1,15,Betatorquevirus
MN771304.1_1,15,Betatorquevirus
MN769082.1_1,15,Betatorquevirus
MN769838.1_1,15,Betatorquevirus
MN771006.1_1,15,Betatorquevirus
MN771083.1_1,15,Betatorquevirus
MN769523.1_1,15,Betatorquevirus
MN770782.1_1,15,Betatorquevirus
MN771169.1_1,15,Betatorquevirus
MN770469.1_1,15,Betatorquevirus
MN769353.1_1,15,Betatorquevirus
MN770966.1_1,15,Betatorquevirus
MN769427.1_1,15,Betatorquevirus
MN770351.1_1,15,Betatorquevirus
MN770317.1_1,15,Betatorquevirus
MN769543.1_1,15,Betatorquevirus
MN769738.1_1,15,Betatorquevirus
MN769565.1_1,15,Betatorquevirus
